KATEGORIA;INTERNY;STUD;ZAM;HODINA;HODINA_STV;DEN;PO;UT;STR;STVR;PIA;SO
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
studium;0;0;0;20;400;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
udalosti;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
oznamy;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
veda_vyskum;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
ostatne;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
uvod;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
o_fakulte;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;21;441;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
uvod;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
uvod;0;0;0;22;484;5;0;0;0;0;1;0
vyhladavanie;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
oznamy;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
o_fakulte;0;0;0;22;484;5;0;0;0;0;1;0
uvod;0;0;0;22;484;5;0;0;0;0;1;0
uvod;0;0;0;22;484;5;0;0;0;0;1;0
udalosti;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
udalosti;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
uvod;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
studium;0;0;0;22;484;5;0;0;0;0;1;0
informacie_pre;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
veda_vyskum;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
uvod;1;1;0;23;529;5;0;0;0;0;1;0
oznamy;1;1;0;23;529;5;0;0;0;0;1;0
studium;1;1;0;23;529;5;0;0;0;0;1;0
studium;1;1;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
uvod;0;0;0;23;529;5;0;0;0;0;1;0
udalosti;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
uvod;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
oznamy;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
uvod;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;1;1;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;1;1;0;23;529;5;0;0;0;0;1;0
studium;1;1;0;23;529;5;0;0;0;0;1;0
studium;1;1;0;23;529;5;0;0;0;0;1;0
uvod;0;0;0;23;529;5;0;0;0;0;1;0
vyhladavanie;0;0;0;23;529;5;0;0;0;0;1;0
vyhladavanie;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
uvod;0;0;0;23;529;5;0;0;0;0;1;0
o_fakulte;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
studium;0;0;0;23;529;5;0;0;0;0;1;0
uvod;0;0;0;23;529;5;0;0;0;0;1;0
udalosti;0;0;0;23;529;5;0;0;0;0;1;0
uvod;0;0;0;0;0;6;0;0;0;0;0;1
oznamy;0;0;0;0;0;6;0;0;0;0;0;1
oznamy;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;0;0;6;0;0;0;0;0;1
o_fakulte;0;0;0;0;0;6;0;0;0;0;0;1
o_fakulte;0;0;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
uvod;1;1;0;0;0;6;0;0;0;0;0;1
uvod;1;1;0;0;0;6;0;0;0;0;0;1
uvod;1;1;0;0;0;6;0;0;0;0;0;1
uvod;1;1;0;0;0;6;0;0;0;0;0;1
uvod;1;1;0;0;0;6;0;0;0;0;0;1
uvod;1;1;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;0;0;6;0;0;0;0;0;1
informacie_pre;1;1;0;0;0;6;0;0;0;0;0;1
informacie_o;1;1;0;0;0;6;0;0;0;0;0;1
veda_vyskum;1;1;0;0;0;6;0;0;0;0;0;1
veda_vyskum;1;1;0;0;0;6;0;0;0;0;0;1
veda_vyskum;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;0;0;6;0;0;0;0;0;1
studium;1;1;0;0;0;6;0;0;0;0;0;1
informacie_o;0;0;0;0;0;6;0;0;0;0;0;1
informacie_pre;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
studium;0;0;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;0;0;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
vyhladavanie;0;0;0;1;1;6;0;0;0;0;0;1
vyhladavanie;0;0;0;1;1;6;0;0;0;0;0;1
vyhladavanie;0;0;0;1;1;6;0;0;0;0;0;1
vyhladavanie;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
udalosti;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
o_fakulte;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
uvod;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
studium;0;0;0;1;1;6;0;0;0;0;0;1
